车辆类型,排放类型,speed_kmh,acceleration_m/s2,排放因子_g/s
小轿车,PM2.5,111,-0.5,4.15525e-05
小轿车,PM2.5,112,-0.5,4.15525e-05
小轿车,PM2.5,113,-0.5,4.15525e-05
小轿车,PM2.5,114,-0.5,4.15525e-05
小轿车,PM2.5,115,-0.5,4.15525e-05
小轿车,PM2.5,116,-0.5,4.15525e-05
小轿车,PM2.5,117,-0.5,4.15525e-05
小轿车,PM2.5,118,-0.5,4.15525e-05
小轿车,PM2.5,119,-0.5,4.15525e-05
小轿车,PM2.5,120,-0.5,4.15525e-05
小轿车,PM2.5,121,-0.5,4.15525e-05
小轿车,PM2.5,122,-0.5,4.15525e-05
小轿车,PM2.5,123,-0.5,4.15525e-05
小轿车,PM2.5,124,-0.5,4.15525e-05
小轿车,PM2.5,125,-0.5,4.15525e-05
小轿车,PM2.5,126,-0.5,4.15525e-05
小轿车,PM2.5,127,-0.5,4.15525e-05
小轿车,PM2.5,128,-0.5,4.15525e-05
小轿车,PM2.5,129,-0.5,4.15525e-05
小轿车,PM2.5,130,-0.5,4.15525e-05
小轿车,PM2.5,131,-0.5,4.15525e-05
小轿车,PM2.5,132,-0.5,4.15525e-05
小轿车,PM2.5,133,-0.5,4.15525e-05
小轿车,PM2.5,134,-0.5,4.15525e-05
小轿车,PM2.5,135,-0.5,4.15525e-05
小轿车,PM2.5,136,-0.5,4.15525e-05
小轿车,PM2.5,137,-0.5,4.15525e-05
小轿车,PM2.5,138,-0.5,4.15525e-05
小轿车,PM2.5,139,-0.5,4.15525e-05
小轿车,PM2.5,140,-0.5,6.15644444444445e-05
小轿车,PM2.5,0,-0.399999999999999,1.59176111111111e-05
小轿车,PM2.5,1,-0.399999999999999,1.59176111111111e-05
小轿车,PM2.5,2,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,3,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,4,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,5,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,6,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,7,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,8,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,9,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,10,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,11,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,12,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,13,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,14,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,15,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,16,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,17,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,18,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,19,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,20,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,21,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,22,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,23,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,24,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,25,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,26,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,27,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,28,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,29,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,30,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,31,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,32,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,33,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,34,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,35,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,36,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,37,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,38,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,39,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,40,-0.399999999999999,1.57935833333333e-05
小轿车,PM2.5,41,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,42,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,43,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,44,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,45,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,46,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,47,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,48,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,49,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,50,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,51,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,52,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,53,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,54,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,55,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,56,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,57,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,58,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,59,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,60,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,61,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,62,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,63,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,64,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,65,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,66,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,67,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,68,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,69,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,70,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,71,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,72,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,73,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,74,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,75,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,76,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,77,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,78,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,79,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,80,-0.399999999999999,3.01527777777778e-05
小轿车,PM2.5,81,-0.399999999999999,4.15525e-05
小轿车,PM2.5,82,-0.399999999999999,4.15525e-05
小轿车,PM2.5,83,-0.399999999999999,4.15525e-05
小轿车,PM2.5,84,-0.399999999999999,4.15525e-05
小轿车,PM2.5,85,-0.399999999999999,4.15525e-05
小轿车,PM2.5,86,-0.399999999999999,4.15525e-05
小轿车,PM2.5,87,-0.399999999999999,4.15525e-05
小轿车,PM2.5,88,-0.399999999999999,4.15525e-05
小轿车,PM2.5,89,-0.399999999999999,4.15525e-05
小轿车,PM2.5,90,-0.399999999999999,4.15525e-05
小轿车,PM2.5,91,-0.399999999999999,4.15525e-05
小轿车,PM2.5,92,-0.399999999999999,4.15525e-05
小轿车,PM2.5,93,-0.399999999999999,4.15525e-05
小轿车,PM2.5,94,-0.399999999999999,4.15525e-05
小轿车,PM2.5,95,-0.399999999999999,4.15525e-05
小轿车,PM2.5,96,-0.399999999999999,4.15525e-05
小轿车,PM2.5,97,-0.399999999999999,4.15525e-05
小轿车,PM2.5,98,-0.399999999999999,4.15525e-05
小轿车,PM2.5,99,-0.399999999999999,4.15525e-05
小轿车,PM2.5,100,-0.399999999999999,4.15525e-05
小轿车,PM2.5,101,-0.399999999999999,4.15525e-05
小轿车,PM2.5,102,-0.399999999999999,4.15525e-05
小轿车,PM2.5,103,-0.399999999999999,4.15525e-05
小轿车,PM2.5,104,-0.399999999999999,4.15525e-05
小轿车,PM2.5,105,-0.399999999999999,4.15525e-05
小轿车,PM2.5,106,-0.399999999999999,4.15525e-05
小轿车,PM2.5,107,-0.399999999999999,4.15525e-05
小轿车,PM2.5,108,-0.399999999999999,4.15525e-05
小轿车,PM2.5,109,-0.399999999999999,4.15525e-05
小轿车,PM2.5,110,-0.399999999999999,4.15525e-05
小轿车,PM2.5,111,-0.399999999999999,4.15525e-05
小轿车,PM2.5,112,-0.399999999999999,4.15525e-05
小轿车,PM2.5,113,-0.399999999999999,4.15525e-05
小轿车,PM2.5,114,-0.399999999999999,4.15525e-05
小轿车,PM2.5,115,-0.399999999999999,4.15525e-05
小轿车,PM2.5,116,-0.399999999999999,4.15525e-05
小轿车,PM2.5,117,-0.399999999999999,4.15525e-05
小轿车,PM2.5,118,-0.399999999999999,4.15525e-05
小轿车,PM2.5,119,-0.399999999999999,4.15525e-05
小轿车,PM2.5,120,-0.399999999999999,4.15525e-05
小轿车,PM2.5,121,-0.399999999999999,4.15525e-05
小轿车,PM2.5,122,-0.399999999999999,4.15525e-05
小轿车,PM2.5,123,-0.399999999999999,4.15525e-05
小轿车,PM2.5,124,-0.399999999999999,4.15525e-05
小轿车,PM2.5,125,-0.399999999999999,4.15525e-05
小轿车,PM2.5,126,-0.399999999999999,4.15525e-05
小轿车,PM2.5,127,-0.399999999999999,4.15525e-05
小轿车,PM2.5,128,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,129,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,130,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,131,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,132,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,133,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,134,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,135,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,136,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,137,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,138,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,139,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,140,-0.399999999999999,6.15644444444445e-05
小轿车,PM2.5,0,-0.299999999999999,1.59176111111111e-05
小轿车,PM2.5,1,-0.299999999999999,1.59176111111111e-05
小轿车,PM2.5,2,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,3,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,4,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,5,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,6,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,7,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,8,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,9,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,10,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,11,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,12,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,13,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,14,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,15,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,16,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,17,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,18,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,19,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,20,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,21,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,22,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,23,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,24,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,25,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,26,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,27,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,28,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,29,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,30,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,31,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,32,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,33,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,34,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,35,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,36,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,37,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,38,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,39,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,40,-0.299999999999999,1.57935833333333e-05
小轿车,PM2.5,41,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,42,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,43,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,44,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,45,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,46,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,47,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,48,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,49,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,50,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,51,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,52,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,53,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,54,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,55,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,56,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,57,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,58,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,59,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,60,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,61,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,62,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,63,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,64,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,65,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,66,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,67,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,68,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,69,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,70,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,71,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,72,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,73,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,74,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,75,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,76,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,77,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,78,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,79,-0.299999999999999,3.01527777777778e-05
小轿车,PM2.5,80,-0.299999999999999,4.02361111111111e-05
小轿车,PM2.5,81,-0.299999999999999,4.15525e-05
小轿车,PM2.5,82,-0.299999999999999,4.15525e-05
小轿车,PM2.5,83,-0.299999999999999,4.15525e-05
小轿车,PM2.5,84,-0.299999999999999,4.15525e-05
小轿车,PM2.5,85,-0.299999999999999,4.15525e-05
小轿车,PM2.5,86,-0.299999999999999,4.15525e-05
小轿车,PM2.5,87,-0.299999999999999,4.15525e-05
小轿车,PM2.5,88,-0.299999999999999,4.15525e-05
小轿车,PM2.5,89,-0.299999999999999,4.15525e-05
小轿车,PM2.5,90,-0.299999999999999,4.15525e-05
小轿车,PM2.5,91,-0.299999999999999,4.15525e-05
小轿车,PM2.5,92,-0.299999999999999,4.15525e-05
小轿车,PM2.5,93,-0.299999999999999,4.15525e-05
小轿车,PM2.5,94,-0.299999999999999,4.15525e-05
小轿车,PM2.5,95,-0.299999999999999,4.15525e-05
小轿车,PM2.5,96,-0.299999999999999,4.15525e-05
小轿车,PM2.5,97,-0.299999999999999,4.15525e-05
小轿车,PM2.5,98,-0.299999999999999,4.15525e-05
小轿车,PM2.5,99,-0.299999999999999,4.15525e-05
小轿车,PM2.5,100,-0.299999999999999,4.15525e-05
小轿车,PM2.5,101,-0.299999999999999,4.15525e-05
小轿车,PM2.5,102,-0.299999999999999,4.15525e-05
小轿车,PM2.5,103,-0.299999999999999,4.15525e-05
小轿车,PM2.5,104,-0.299999999999999,4.15525e-05
小轿车,PM2.5,105,-0.299999999999999,4.15525e-05
小轿车,PM2.5,106,-0.299999999999999,4.15525e-05
小轿车,PM2.5,107,-0.299999999999999,4.15525e-05
小轿车,PM2.5,108,-0.299999999999999,4.15525e-05
小轿车,PM2.5,109,-0.299999999999999,4.15525e-05
小轿车,PM2.5,110,-0.299999999999999,4.15525e-05
小轿车,PM2.5,111,-0.299999999999999,4.15525e-05
小轿车,PM2.5,112,-0.299999999999999,4.15525e-05
小轿车,PM2.5,113,-0.299999999999999,4.15525e-05
小轿车,PM2.5,114,-0.299999999999999,4.15525e-05
小轿车,PM2.5,115,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,116,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,117,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,118,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,119,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,120,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,121,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,122,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,123,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,124,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,125,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,126,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,127,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,128,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,129,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,130,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,131,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,132,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,133,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,134,-0.299999999999999,6.15644444444445e-05
小轿车,PM2.5,135,-0.299999999999999,4.72152777777778e-05
小轿车,PM2.5,136,-0.299999999999999,4.72152777777778e-05
小轿车,PM2.5,137,-0.299999999999999,4.72152777777778e-05
小轿车,PM2.5,138,-0.299999999999999,4.72152777777778e-05
小轿车,PM2.5,139,-0.299999999999999,4.72152777777778e-05
小轿车,PM2.5,140,-0.299999999999999,4.72152777777778e-05
小轿车,PM2.5,0,-0.199999999999999,1.59176111111111e-05
小轿车,PM2.5,1,-0.199999999999999,1.59176111111111e-05
小轿车,PM2.5,2,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,3,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,4,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,5,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,6,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,7,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,8,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,9,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,10,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,11,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,12,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,13,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,14,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,15,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,16,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,17,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,18,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,19,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,20,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,21,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,22,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,23,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,24,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,25,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,26,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,27,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,28,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,29,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,30,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,31,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,32,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,33,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,34,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,35,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,36,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,37,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,38,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,39,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,40,-0.199999999999999,1.57935833333333e-05
小轿车,PM2.5,41,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,42,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,43,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,44,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,45,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,46,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,47,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,48,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,49,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,50,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,51,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,52,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,53,-0.199999999999999,3.01527777777778e-05
小轿车,PM2.5,54,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,55,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,56,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,57,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,58,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,59,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,60,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,61,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,62,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,63,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,64,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,65,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,66,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,67,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,68,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,69,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,70,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,71,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,72,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,73,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,74,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,75,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,76,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,77,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,78,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,79,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,80,-0.199999999999999,4.02361111111111e-05
小轿车,PM2.5,81,-0.199999999999999,4.15525e-05
小轿车,PM2.5,82,-0.199999999999999,4.15525e-05
小轿车,PM2.5,83,-0.199999999999999,4.15525e-05
小轿车,PM2.5,84,-0.199999999999999,4.15525e-05
小轿车,PM2.5,85,-0.199999999999999,4.15525e-05
小轿车,PM2.5,86,-0.199999999999999,4.15525e-05
小轿车,PM2.5,87,-0.199999999999999,4.15525e-05
小轿车,PM2.5,88,-0.199999999999999,4.15525e-05
小轿车,PM2.5,89,-0.199999999999999,4.15525e-05
小轿车,PM2.5,90,-0.199999999999999,4.15525e-05
小轿车,PM2.5,91,-0.199999999999999,4.15525e-05
小轿车,PM2.5,92,-0.199999999999999,4.15525e-05
小轿车,PM2.5,93,-0.199999999999999,4.15525e-05
小轿车,PM2.5,94,-0.199999999999999,4.15525e-05
小轿车,PM2.5,95,-0.199999999999999,4.15525e-05
小轿车,PM2.5,96,-0.199999999999999,4.15525e-05
小轿车,PM2.5,97,-0.199999999999999,4.15525e-05
小轿车,PM2.5,98,-0.199999999999999,4.15525e-05
小轿车,PM2.5,99,-0.199999999999999,4.15525e-05
小轿车,PM2.5,100,-0.199999999999999,4.15525e-05
小轿车,PM2.5,101,-0.199999999999999,4.15525e-05
小轿车,PM2.5,102,-0.199999999999999,4.15525e-05
小轿车,PM2.5,103,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,104,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,105,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,106,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,107,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,108,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,109,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,110,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,111,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,112,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,113,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,114,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,115,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,116,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,117,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,118,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,119,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,120,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,121,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,122,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,123,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,124,-0.199999999999999,6.15644444444445e-05
小轿车,PM2.5,125,-0.199999999999999,4.72152777777778e-05
